File ID,Rep ID,Spp,Orig Temp,Treatment ,,Timepoint,Cell count,Dilution ,Actual Cell count,,,,,,Cell,,,,
PcD_Recip_T8_110222,R4,PcD,27c,Control,,T8,"37,809",10,378090,,,,,,A10,,,,
PcD_Recip_T8_110222,R5,PcD,27c,Control,,T8,"45,147",10,451470,,,,,,A11,,,,
PcD_Recip_T8_110222,R6,PcD,27c,Control,,T8,3506,1,3506,,,,,,A12,,,,
PcD_Recip_T8_110222,R1,PcD,23c,recip,27,T8,"35,224",10,352240,,,,,,B01,,,,
PcD_Recip_T8_110222,R2,PcD,23c,recip,27,T8,"32,403",10,324030,,,,,,B02,,,,
PcD_Recip_T8_110222,R3,PcD,23c,recip,27,T8,"31,276",10,312760,,,,,,B03,,,,
PcD_Recip_T8_110222,R4,PcD,23c,recip,27,T8,"36,314",10,363140,,,,,,B04,,,,
PcD_Recip_T8_110222,R5,PcD,23c,recip,27,T8,"34,652",10,346520,,,,,,B05,,,,
PcD_Recip_T8_110222,R6,PcD,23c,recip,27,T8,"19,895",1,19895,,,,,,B06,,,,
PcD_Recip_T8_110222,R1,PcD,27c,recip,23,T8,"6,493",1,6493,,,,,,B07,,,,
PcD_Recip_T8_110222,R2,PcD,27c,recip,23,T8,"11,418",1,11418,,,,,,B08,,,,
PcD_Recip_T8_110222,R3,PcD,27c,recip,23,T8,"13,183",1,13183,,,,,,B09,,,,
PcD_Recip_T8_110222,R4,PcD,27c,recip,23,T8,"10,316",1,10316,,,,,,B10,,,,
PcD_Recip_T8_110222,R5,PcD,27c,recip,23,T8,"12,918",1,12918,,,,,,B11,,,,
PcD_Recip_T8_110222,R6,PcD,27c,recip,23,T8,"18,965",1,18965,,,,,,B12,,,,
PcD_Recip_T9_120222,R1,PcD,23c,Control,,T9,"14,632",10,146320,,,,,,A01,,,,
PcD_Recip_T9_120222,R2,PcD,23c,Control,,T9,"4,851",10,48510,,,,,,A02,,,,
PcD_Recip_T9_120222,R3,PcD,23c,Control,,T9,"10,052",10,100520,,,,,,A03,,,,
PcD_Recip_T9_120222,R4,PcD,23c,Control,,T9,"14,869",10,148690,,,,,,A04,,,,
PcD_Recip_T9_120222,R5,PcD,23c,Control,,T9,"15,991",10,159910,,,,,,A05,,,,
PcD_Recip_T9_120222,R6,PcD,23c,Control,,T9,"16,229",10,162290,,,,,,A06,,,,
PcD_Recip_T9_120222,R1,PcD,27c,Control,,T9,"85,818",10,858180,,,,,,A07,,,,
PcD_Recip_T9_120222,R2,PcD,27c,Control,,T9,"95,041",10,950410,,,,,,A08,,,,
PcD_Recip_T9_120222,R3,PcD,27c,Control,,T9,"81,787",10,817870,,,,,,A09,,,,
PcD_Recip_T9_120222,R4,PcD,27c,Control,,T9,"82,718",10,827180,,,,,,A10,,,,
PcD_Recip_T9_120222,R5,PcD,27c,Control,,T9,"87,784",10,877840,,,,,,A11,,,,
PcD_Recip_T9_120222,R6,PcD,27c,Control,,T9,"4,443",1,4443,,,,,,A12,,,,
PcD_Recip_T9_120222,R1,PcD,23c,recip,27,T9,"73,215",10,732150,,,,,,B01,,,,
PcD_Recip_T9_120222,R2,PcD,23c,recip,27,T9,"59,028",10,590280,,,,,,B02,,,,
PcD_Recip_T9_120222,R3,PcD,23c,recip,27,T9,"61,214",10,612140,,,,,,B03,,,,
PcD_Recip_T9_120222,R4,PcD,23c,recip,27,T9,"70,306",10,703060,,,,,,B04,,,,
PcD_Recip_T9_120222,R5,PcD,23c,recip,27,T9,"69,672",10,696720,,,,,,B05,,,,
PcD_Recip_T9_120222,R6,PcD,23c,recip,27,T9,"30,837",1,30837,,,,,,B06,,,,
PcD_Recip_T9_120222,R1,PcD,27c,recip,23,T9,"7,902",1,7902,,,,,,B07,,,,
PcD_Recip_T9_120222,R2,PcD,27c,recip,23,T9,"13,809",1,13809,,,,,,B08,,,,
PcD_Recip_T9_120222,R3,PcD,27c,recip,23,T9,"16,256",1,16256,,,,,,B09,,,,
PcD_Recip_T9_120222,R4,PcD,27c,recip,23,T9,"12,923",1,12923,,,,,,B10,,,,
PcD_Recip_T9_120222,R5,PcD,27c,recip,23,T9,"15,933",1,15933,,,,,,B11,,,,
PcD_Recip_T9_120222,R6,PcD,27c,recip,23,T9,"23,993",1,23993,,,,,,B12,,,,
PcD_Recip_T10_130222,R1,PcD,23c,Control,,T10,na,1,#VALUE!,,,,,,A01,,,,
PcD_Recip_T10_130222,R2,PcD,23c,Control,,T10,na,1,#VALUE!,,,,,,A02,,,,
PcD_Recip_T10_130222,R3,PcD,23c,Control,,T10,na,1,#VALUE!,,,,,,A03,,,,
PcD_Recip_T10_130222,R4,PcD,23c,Control,,T10,na,1,#VALUE!,,,,,,A04,,,,
PcD_Recip_T10_130222,R5,PcD,23c,Control,,T10,na,1,#VALUE!,,,,,,A05,,,,
PcD_Recip_T10_130222,R6,PcD,23c,Control,,T10,na,1,#VALUE!,,,,,,A06,,,,
PcD_Recip_T10_130222,R1,PcD,27c,Control,,T10,na,1,#VALUE!,,,,,,A07,,,,
PcD_Recip_T10_130222,R2,PcD,27c,Control,,T10,na,1,#VALUE!,,,,,,A08,,,,
PcD_Recip_T10_130222,R3,PcD,27c,Control,,T10,na,1,#VALUE!,,,,,,A09,,,,
PcD_Recip_T10_130222,R4,PcD,27c,Control,,T10,na,1,#VALUE!,,,,,,A10,,,,
PcD_Recip_T10_130222,R5,PcD,27c,Control,,T10,na,1,#VALUE!,,,,,,A11,,,,
PcD_Recip_T10_130222,R6,PcD,27c,Control,,T10,na,1,#VALUE!,,,,,,A12,,,,
PcD_Recip_T10_130222,R1,PcD,23c,recip,27,T10,na,1,#VALUE!,,,,,,B01,,,,
PcD_Recip_T10_130222,R2,PcD,23c,recip,27,T10,na,1,#VALUE!,,,,,,B02,,,,
PcD_Recip_T10_130222,R3,PcD,23c,recip,27,T10,na,1,#VALUE!,,,,,,B03,,,,
PcD_Recip_T10_130222,R4,PcD,23c,recip,27,T10,na,1,#VALUE!,,,,,,B04,,,,
PcD_Recip_T10_130222,R5,PcD,23c,recip,27,T10,na,1,#VALUE!,,,,,,B05,,,,
PcD_Recip_T10_130222,R6,PcD,23c,recip,27,T10,na,1,#VALUE!,,,,,,B06,,,,
PcD_Recip_T10_130222,R1,PcD,27c,recip,23,T10,na,1,#VALUE!,,,,,,B07,,,,
PcD_Recip_T10_130222,R2,PcD,27c,recip,23,T10,na,1,#VALUE!,,,,,,B08,,,,
PcD_Recip_T10_130222,R3,PcD,27c,recip,23,T10,na,1,#VALUE!,,,,,,B09,,,,
PcD_Recip_T10_130222,R4,PcD,27c,recip,23,T10,na,1,#VALUE!,,,,,,B10,,,,
PcD_Recip_T10_130222,R5,PcD,27c,recip,23,T10,na,1,#VALUE!,,,,,,B11,,,,
PcD_Recip_T10_130222,R6,PcD,27c,recip,23,T10,na,1,#VALUE!,,,,,,B12,,,,
PcD_Recip_T11_140222,R1,PcD,23c,Control,,T11,"40,413",10,404130,,,,,,A01,,,,
PcD_Recip_T11_140222,R2,PcD,23c,Control,,T11,"15,656",10,156560,,,,,,A02,,,,
PcD_Recip_T11_140222,R3,PcD,23c,Control,,T11,"30,432",10,304320,,,,,,A03,,,,
PcD_Recip_T11_140222,R4,PcD,23c,Control,,T11,"38,121",10,381210,,,,,,A04,,,,
PcD_Recip_T11_140222,R5,PcD,23c,Control,,T11,"39,970",10,399700,,,,,,A05,,,,
PcD_Recip_T11_140222,R6,PcD,23c,Control,,T11,"40,564",10,405640,,,,,,A06,,,,
PcD_Recip_T11_140222,R1,PcD,27c,Control,,T11,18130,100,1813000,,,,,,A07,,,,
PcD_Recip_T11_140222,R2,PcD,27c,Control,,T11,17009,100,1700900,,,,,,A08,,,,
PcD_Recip_T11_140222,R3,PcD,27c,Control,,T11,16862,100,1686200,,,,,,A09,,,,
PcD_Recip_T11_140222,R4,PcD,27c,Control,,T11,16218,100,1621800,,,,,,A10,,,,
PcD_Recip_T11_140222,R5,PcD,27c,Control,,T11,16534,100,1653400,,,,,,A11,,,,
PcD_Recip_T11_140222,R6,PcD,27c,Control,,T11,1553,10,15530,,,,,,A12,,,,
PcD_Recip_T11_140222,R1,PcD,23c,recip,27,T11,121650,10,1216500,,,,,,B01,,,,
PcD_Recip_T11_140222,R2,PcD,23c,recip,27,T11,105765,10,1057650,,,,,,B02,,,,
PcD_Recip_T11_140222,R3,PcD,23c,recip,27,T11,108204,10,1082043,,,,,,B03,,,,
PcD_Recip_T11_140222,R4,PcD,23c,recip,27,T11,109490,10,1094900,,,,,,B04,,,,
PcD_Recip_T11_140222,R5,PcD,23c,recip,27,T11,117539,10,1175390,,,,,,B05,,,,
PcD_Recip_T11_140222,R6,PcD,23c,recip,27,T11,9329,10,93290,,,,,,B06,,,,
PcD_Recip_T11_140222,R1,PcD,27c,recip,23,T11,13539,1,13539,,,,,,B07,,,,
PcD_Recip_T11_140222,R2,PcD,27c,recip,23,T11,18076,1,18076,,,,,,B08,,,,
PcD_Recip_T11_140222,R3,PcD,27c,recip,23,T11,19506,1,19506,,,,,,B09,,,,
PcD_Recip_T11_140222,R4,PcD,27c,recip,23,T11,18410,1,18410,,,,,,B10,,,,
PcD_Recip_T11_140222,R5,PcD,27c,recip,23,T11,19129,1,19129,,,,,,B11,,,,
PcD_Recip_T11_140222,R6,PcD,27c,recip,23,T11,31357,1,31357,,,,,,B12,,,,
PcD_Recip_T12_150222,R1,PcD,23c,Control,,T12,66470,10,664700,,,,,,A01,,,,
PcD_Recip_T12_150222,R2,PcD,23c,Control,,T12,"21,565",10,215650,,,,,,A02,,,,
PcD_Recip_T12_150222,R3,PcD,23c,Control,,T12,"44,019",10,440190,,,,,,A03,,,,
PcD_Recip_T12_150222,R4,PcD,23c,Control,,T12,"67,036",10,670360,,,,,,A04,,,,
PcD_Recip_T12_150222,R5,PcD,23c,Control,,T12,"68,109",10,681090,,,,,,A05,,,,
PcD_Recip_T12_150222,R6,PcD,23c,Control,,T12,"69,863",10,698630,,,,,,A06,,,,
PcD_Recip_T12_150222,R1,PcD,27c,Control,,T12,"29,291",100,2929100,,,,,,A07,,,,
PcD_Recip_T12_150222,R2,PcD,27c,Control,,T12,"22,007",100,2200700,,,,,,A08,,,,
PcD_Recip_T12_150222,R3,PcD,27c,Control,,T12,"21,210",100,2121000,,,,,,A09,,,,
PcD_Recip_T12_150222,R4,PcD,27c,Control,,T12,"19,391",100,1939100,,,,,,A10,,,,
PcD_Recip_T12_150222,R5,PcD,27c,Control,,T12,"20,301",100,2030100,,,,,,A11,,,,
PcD_Recip_T12_150222,R6,PcD,27c,Control,,T12,"1,624",10,16240,,,,,,A12,,,,
PcD_Recip_T12_150222,R1,PcD,23c,recip,27,T12,"142,051",10,1420510,,,,,,B01,,,,
PcD_Recip_T12_150222,R2,PcD,23c,recip,27,T12,"153,460",10,1534600,,,,,,B02,,,,
PcD_Recip_T12_150222,R3,PcD,23c,recip,27,T12,"150,565",10,1505650,,,,,,B03,,,,
PcD_Recip_T12_150222,R4,PcD,23c,recip,27,T12,"144,497",10,1444970,,,,,,B04,,,,
PcD_Recip_T12_150222,R5,PcD,23c,recip,27,T12,"151,334",10,1513340,,,,,,B05,,,,
PcD_Recip_T12_150222,R6,PcD,23c,recip,27,T12,"15,666",10,156660,,,,,,B06,,,,
PcD_Recip_T12_150222,R1,PcD,27c,recip,23,T12,"12,005",1,12005,,,,,,B07,,,,
PcD_Recip_T12_150222,R2,PcD,27c,recip,23,T12,"21,354",1,21354,,,,,,B08,,,,
PcD_Recip_T12_150222,R3,PcD,27c,recip,23,T12,"24,663",1,24663,,,,,,B09,,,,
PcD_Recip_T12_150222,R4,PcD,27c,recip,23,T12,"21,728",1,21728,,,,,,B10,,,,
PcD_Recip_T12_150222,R5,PcD,27c,recip,23,T12,"24,496",1,24496,,,,,,B11,,,,
PcD_Recip_T12_150222,R6,PcD,27c,recip,23,T12,"42,120",1,42120,,,,,,B12,,,,
PcD_Recip_T13_160222,R1,PcD,23c,Control,,T13,"12,417",100,1241700,,,,,,A01,,,,
PcD_Recip_T13_160222,R2,PcD,23c,Control,,T13,"4,016",100,401600,,,,,,A02,,,,
PcD_Recip_T13_160222,R3,PcD,23c,Control,,T13,"7,801",100,780100,,,,,,A03,,,,
PcD_Recip_T13_160222,R4,PcD,23c,Control,,T13,"11,761",100,1176100,,,,,,A04,,,,
PcD_Recip_T13_160222,R5,PcD,23c,Control,,T13,"11,477",100,1147700,,,,,,A05,,,,
PcD_Recip_T13_160222,R6,PcD,23c,Control,,T13,"11,820",100,1182000,,,,,,A06,,,,
PcD_Recip_T13_160222,R1,PcD,27c,Control,,T13,"24,804",100,2480400,,,,,,A07,,,,
PcD_Recip_T13_160222,R2,PcD,27c,Control,,T13,"36,415",100,3641500,,,,,,A08,,,,
PcD_Recip_T13_160222,R3,PcD,27c,Control,,T13,"22,797",100,2279700,,,,,,A09,,,,
PcD_Recip_T13_160222,R4,PcD,27c,Control,,T13,"23,656",100,2365600,,,,,,A10,,,,
PcD_Recip_T13_160222,R5,PcD,27c,Control,,T13,"23,601",100,2360100,,,,,,A11,,,,
PcD_Recip_T13_160222,R6,PcD,27c,Control,,T13,"1,936",10,19360,,,,,,A12,,,,
PcD_Recip_T13_160222,R1,PcD,23c,recip,27,T13,"30,612",100,3061200,,,,,,B01,,,,
PcD_Recip_T13_160222,R2,PcD,23c,recip,27,T13,"24,226",100,2422600,,,,,,B02,,,,
PcD_Recip_T13_160222,R3,PcD,23c,recip,27,T13,"23,798",100,2379800,,,,,,B03,,,,
PcD_Recip_T13_160222,R4,PcD,23c,recip,27,T13,"22,633",100,2263300,,,,,,B04,,,,
PcD_Recip_T13_160222,R5,PcD,23c,recip,27,T13,"23,172",100,2317200,,,,,,B05,,,,
PcD_Recip_T13_160222,R6,PcD,23c,recip,27,T13,"24,129",10,241290,,,,,,B06,,,,
PcD_Recip_T13_160222,R1,PcD,27c,recip,23,T13,"13,968",1,13968,,,,,,B07,,,,
PcD_Recip_T13_160222,R2,PcD,27c,recip,23,T13,"24,816",1,24816,,,,,,B08,,,,
PcD_Recip_T13_160222,R3,PcD,27c,recip,23,T13,"28,337",1,28337,,,,,,B09,,,,
PcD_Recip_T13_160222,R4,PcD,27c,recip,23,T13,"25,194",1,25194,,,,,,B10,,,,
PcD_Recip_T13_160222,R5,PcD,27c,recip,23,T13,"27,907",1,27907,,,,,,B11,,,,
PcD_Recip_T13_160222,R6,PcD,27c,recip,23,T13,"49,453",1,49453,,,,,,B12,,,,
PcD_Recip_T14_170222,R1,PcD,23c,Control,,T14,,1,0,,,,,,A01,,,,
PcD_Recip_T14_170222,R2,PcD,23c,Control,,T14,,1,0,,,,,,A02,,,,
PcD_Recip_T14_170222,R3,PcD,23c,Control,,T14,,1,0,,,,,,A03,,,,
PcD_Recip_T14_170222,R4,PcD,23c,Control,,T14,,1,0,,,,,,A04,,,,
PcD_Recip_T14_170222,R5,PcD,23c,Control,,T14,,1,0,,,,,,A05,,,,
PcD_Recip_T14_170222,R6,PcD,23c,Control,,T14,,1,0,,,,,,A06,,,,
PcD_Recip_T14_170222,R1,PcD,27c,Control,,T14,,1,0,,,,,,A07,,,,
PcD_Recip_T14_170222,R2,PcD,27c,Control,,T14,,1,0,,,,,,A08,,,,
PcD_Recip_T14_170222,R3,PcD,27c,Control,,T14,,1,0,,,,,,A09,,,,
PcD_Recip_T14_170222,R4,PcD,27c,Control,,T14,,1,0,,,,,,A10,,,,
PcD_Recip_T14_170222,R5,PcD,27c,Control,,T14,,1,0,,,,,,A11,,,,
PcD_Recip_T14_170222,R6,PcD,27c,Control,,T14,,1,0,,,,,,A12,,,,
PcD_Recip_T14_170222,R1,PcD,23c,recip,27,T14,,1,0,,,,,,B01,,,,
PcD_Recip_T14_170222,R2,PcD,23c,recip,27,T14,,1,0,,,,,,B02,,,,
PcD_Recip_T14_170222,R3,PcD,23c,recip,27,T14,,1,0,,,,,,B03,,,,
PcD_Recip_T14_170222,R4,PcD,23c,recip,27,T14,,1,0,,,,,,B04,,,,
PcD_Recip_T14_170222,R5,PcD,23c,recip,27,T14,,1,0,,,,,,B05,,,,
PcD_Recip_T14_170222,R6,PcD,23c,recip,27,T14,,1,0,,,,,,B06,,,,
PcD_Recip_T14_170222,R1,PcD,27c,recip,23,T14,"17,255",1,17255,,,,,,B07,,,,
PcD_Recip_T14_170222,R2,PcD,27c,recip,23,T14,"32,681",1,32681,,,,,,B08,,,,
PcD_Recip_T14_170222,R3,PcD,27c,recip,23,T14,"33,008",1,33008,,,,,,B09,,,,
PcD_Recip_T14_170222,R4,PcD,27c,recip,23,T14,"30,626",1,30626,,,,,,B10,,,,
PcD_Recip_T14_170222,R5,PcD,27c,recip,23,T14,"35,345",1,35345,,,,,,B11,,,,
PcD_Recip_T14_170222,R6,PcD,27c,recip,23,T14,"63,890",1,63890,,,,,,B12,,,,
PcD_Recip_T15_180222,R1,PcD,23c,Control,,T15,"21,059",100,2105900,,,,,,A01,,,,
PcD_Recip_T15_180222,R2,PcD,23c,Control,,T15,"10,173",100,1017300,,,,,,A02,,,,
PcD_Recip_T15_180222,R3,PcD,23c,Control,,T15,"17,420",100,1742000,,,,,,A03,,,,
PcD_Recip_T15_180222,R4,PcD,23c,Control,,T15,"21,010",100,2101000,,,,,,A04,,,,
PcD_Recip_T15_180222,R5,PcD,23c,Control,,T15,"21,181",100,2118100,,,,,,A05,,,,
PcD_Recip_T15_180222,R6,PcD,23c,Control,,T15,"21,038",100,2103800,,,,,,A06,,,,
PcD_Recip_T15_180222,R1,PcD,27c,Control,,T15,"30,080",100,3008000,,,,,,A07,,,,
PcD_Recip_T15_180222,R2,PcD,27c,Control,,T15,"43,833",100,4383300,,,,,,A08,,,,
PcD_Recip_T15_180222,R3,PcD,27c,Control,,T15,"28,083",100,2808300,,,,,,A09,,,,
PcD_Recip_T15_180222,R4,PcD,27c,Control,,T15,"26,903",100,2690300,,,,,,A10,,,,
PcD_Recip_T15_180222,R5,PcD,27c,Control,,T15,"26,738",100,2673800,,,,,,A11,,,,
PcD_Recip_T15_180222,R6,PcD,27c,Control,,T15,"79,000",1,79000,,,,,,A12,,,,
PcD_Recip_T15_180222,R1,PcD,23c,recip,27,T15,"29,012",100,2901200,,,,,,B01,,,,
PcD_Recip_T15_180222,R2,PcD,23c,recip,27,T15,"29,387",100,2938700,,,,,,B02,,,,
PcD_Recip_T15_180222,R3,PcD,23c,recip,27,T15,"31,512",100,3151200,,,,,,B03,,,,
PcD_Recip_T15_180222,R4,PcD,23c,recip,27,T15,"32,428",100,3242800,,,,,,B04,,,,
PcD_Recip_T15_180222,R5,PcD,23c,recip,27,T15,"29,651",100,2965100,,,,,,B05,,,,
PcD_Recip_T15_180222,R6,PcD,23c,recip,27,T15,790,100,79000,,,,,,B06,,,,
PcD_Recip_T15_180222,R1,PcD,27c,recip,23,T15,"21,932",1,21932,,,,,,B07,,,,
PcD_Recip_T15_180222,R2,PcD,27c,recip,23,T15,"42,185",1,42185,,,,,,B08,,,,
PcD_Recip_T15_180222,R3,PcD,27c,recip,23,T15,"44,926",1,44926,,,,,,B09,,,,
PcD_Recip_T15_180222,R4,PcD,27c,recip,23,T15,"37,795",1,37795,,,,,,B10,,,,
PcD_Recip_T15_180222,R5,PcD,27c,recip,23,T15,"44,870",1,44870,,,,,,B11,,,,
PcD_Recip_T15_180222,R6,PcD,27c,recip,23,T15,"81,822",1,81822,,,,,,B12,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,